epoca,periodo,provincia,distrito,provincia_pcode,distrito_pcode,avisos,ocorrencia_,chuvas,ventos_fortes,descarga_atmosferica,data,pessoas_afectadas_,familias__afectadas_,pessoas_indirectamente_afectadas,familias_indirectamente_afectadas,feridos,obitos,obitos2,grupos_vulneraveis,casas_parcialmente_dest,casas_totalmente_destr,casas_inundadas,escolas_afectadas,salas_de_aulas_parcialmente_destruidas,salas_de_aulas_totalmente_destruidas,alunos_afectados,prof_afectados,casas_de_culto,unidades_sanitarias,hospital_parcialmente_destruidas,hospital_totalmente_destruidas,centro_de_saude_parcialmente_destruidas,postes_de_energia,rede_de_pesca,embarcacoes,posto_de_transformacao,posto_policial,area_afectada_ha,agricultores_afectados,pensoes_para_hospedagem,sistema_de_abastecimento_de_agua,accoes_em_curso,observacoes,checkpoint,_submission_time,_submitted_by,meta_instanceid,_id
2017-2018,Janeiro,Cabo Delgado,Mecufi,MZ09,MZ0207,,Chuvas fortes,1,FALSE,0,1/8/2018,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Tete,Magoe,MZ09,MZ0509,,Chuvas e ventos fortes,1,TRUE,0,1/10/2018,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Maputo Cidade,KaMaxakeni,MZ09,MZ1103,,Chuvas fortes,1,FALSE,0,1/8/2018,2495,499,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Maputo Cidade,KaMavota,MZ09,MZ1104,,Chuvas fortes,1,FALSE,0,1/8/2018,3385,678,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Maputo Cidade,KaMubukwane,MZ09,MZ1106,,Chuvas fortes,1,FALSE,0,1/8/2018,1582,942,0,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Maputo Cidade,KaMavota,MZ09,MZ1104,,Chuvas fortes,1,FALSE,0,1/8/2018,555,91,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Muembe,MZ09,MZ0113,,Chuvas e ventos fortes,1,TRUE,0,1/9/2018,30,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Memba,MZ09,MZ0311,,Chuvas fortes,1,FALSE,0,1/8/2018,40,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Nacaroa,MZ09,MZ0321,,Chuvas e ventos fortes,1,TRUE,0,1/9/2018,70,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Tete,Cidade de Tete,MZ09,MZ0501,,Chuvas e ventos fortes,1,TRUE,0,1/9/2018,135,27,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Mecula,MZ09,MZ0111,,Chuvas e ventos fortes,1,TRUE,0,1/14/2018,70,14,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Manica,Barue,MZ09,MZ0602,,Ventos fortes,0,TRUE,0,1/3/2018,120,24,0,0,1,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Cabo Delgado,Pemba,MZ09,MZ0217,,Chuvas e ventos fortes,1,TRUE,0,1/19/2018,475,95,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Cabo Delgado,Muidumbe,MZ09,MZ0213,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,550,110,0,0,0,0,0,0,67,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Cabo Delgado,Metuge,MZ09,MZ0209,,Chuvas e ventos fortes,1,TRUE,0,1/24/2018,1370,274,0,0,0,0,0,0,183,57,34,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Meconta,MZ09,MZ0309,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,11854,2369,0,0,0,0,0,0,1323,1043,0,0,6,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,
2017-2018,Janeiro,Nampula,Mossuril,MZ09,MZ0316,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,7775,1555,0,0,0,0,0,0,1555,0,0,0,23,0,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Ilha de Mocambique,MZ09,MZ0304,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,3430,686,0,0,0,0,0,0,686,0,0,0,35,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,1,,,,,,,
2017-2018,Janeiro,Nampula,Monapo,MZ09,MZ0315,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,35660,7132,0,0,0,0,0,0,3257,3875,0,0,47,24,0,0,6,0,0,0,0,22,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Nacala Porto,MZ09,MZ0319,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,400,80,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,
2017-2018,Janeiro,Nampula,Mogincual,MZ09,MZ0312,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,255,51,0,0,0,0,0,0,27,24,0,0,17,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Cidade de Nampula,MZ09,MZ0301,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,1440,288,0,0,0,0,0,0,228,60,0,0,8,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Nacala Velha,MZ09,MZ0320,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,1225,245,0,0,0,0,0,0,170,75,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Nacaroa,MZ09,MZ0321,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,3010,602,0,0,0,0,0,0,39,6,0,0,3,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Ribaue,MZ09,MZ0324,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,0,0,0,0,0,0,0,0,317,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Liupo,MZ09,MZ0307,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,115,23,0,0,0,0,0,0,13,10,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Mecula,MZ09,MZ0111,,Chuvas e ventos fortes,1,TRUE,0,1/14/2018,70,14,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Marrupa,MZ09,MZ0107,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,1429,289,0,0,0,0,0,0,50,260,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Maua,MZ09,MZ0108,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,48,10,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Chimbunila,MZ09,MZ0102,,Chuvas e ventos fortes,1,TRUE,0,1/17/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Marrupa,MZ09,MZ0107,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Majune,MZ09,MZ0105,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Cidade de Lichinga,MZ09,MZ0101,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,120,24,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Marrupa,MZ09,MZ0107,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Malema,MZ09,MZ0308,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,10,2,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Memba,MZ09,MZ0311,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,550,110,0,0,0,0,0,0,38,72,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Mecuburi,MZ09,MZ0310,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Mogovolas,MZ09,MZ0313,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Muecate,MZ09,MZ0317,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,2115,425,0,0,0,0,0,0,425,0,0,0,39,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Rapale,MZ09,MZ0323,,Chuvas e ventos fortes,1,TRUE,0,1/15/2018,2165,433,0,0,0,0,0,0,319,114,0,0,13,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Moma,MZ09,MZ0314,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Lalaua,MZ09,MZ0305,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Angoche,MZ09,MZ0302,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,980,196,0,0,0,0,0,0,49,147,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Cabo Delgado,Mecufi,MZ09,MZ0207,,Chuvas e ventos fortes,1,TRUE,0,1/19/2018,4415,883,0,0,0,0,0,0,0,104,779,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Cabo Delgado,Ancuabe,MZ09,MZ0202,,Chuvas e ventos fortes,1,TRUE,0,1/19/2018,545,109,0,0,0,0,0,0,38,71,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Cabo Delgado,Montepuez,MZ09,MZ0211,,Chuvas e ventos fortes,1,TRUE,0,1/25/2018,243,89,0,0,0,0,0,0,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Mecula,MZ09,MZ0111,,Chuvas fortes,1,FALSE,0,1/22/2018,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Murrupula,MZ09,MZ0318,,Chuvas fortes,1,FALSE,0,1/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Mossuril,MZ09,MZ0316,,Chuvas fortes,1,FALSE,0,1/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Ilha de Mocambique,MZ09,MZ0304,,Chuvas fortes,1,FALSE,0,1/16/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Cidade de Lichinga,MZ09,MZ0101,,Chuvas fortes,1,FALSE,0,1/23/2018,120,24,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Maputo,Cidade da Matola,MZ09,MZ1001,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,1/25/2018,510,102,0,0,1,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Mecanhelas,MZ09,MZ0110,,Chuvas fortes,1,FALSE,0,1/24/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Cidade de Lichinga,MZ09,MZ0101,,Chuvas fortes,1,FALSE,0,1/25/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Marrupa,MZ09,MZ0107,,Chuvas fortes,1,FALSE,0,1/26/2018,165,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Nampula,Nacala Porto,MZ09,MZ0319,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,2256,451,0,0,0,0,0,0,275,176,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Niassa,Mecula,MZ09,MZ0111,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,75,15,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Cabo Delgado,Namuno,MZ09,MZ0214,,Chuvas e ventos fortes,1,TRUE,0,1/18/2018,2245,449,0,0,0,0,0,0,8,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Cabo Delgado,Chiure,MZ09,MZ0204,,Chuvas e ventos fortes,1,TRUE,0,1/16/2018,1092,184,0,0,0,0,0,0,85,34,59,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Cabo Delgado,Quissanga,MZ09,MZ0218,,Chuvas e ventos fortes,1,TRUE,0,1/29/2018,20,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Cabo Delgado,Meluco,MZ09,MZ0208,,Chuvas e ventos fortes,1,TRUE,0,1/16/2018,45,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Cabo Delgado,Balama,MZ09,MZ0203,,Chuvas e ventos fortes,1,TRUE,0,1/25/2018,1248,252,0,0,0,0,0,0,245,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Janeiro,Cabo Delgado,Nangade,MZ09,MZ0215,,Chuvas e ventos fortes,1,TRUE,0,1/19/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Nampula,Mogovolas,MZ09,MZ0313,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2/6/2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Nampula,Memba,MZ09,MZ0311,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2/6/2018,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Nampula,Cidade de Nampula,MZ09,MZ0301,,Chuvas e ventos fortes,1,TRUE,0,2/9/2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Nampula,Lalaua,MZ09,MZ0305,,Chuvas e ventos fortes,1,TRUE,0,2/9/2018,1405,281,0,0,0,0,0,0,281,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Sofala,Dondo,MZ09,MZ0707,,Chuvas fortes,1,FALSE,0,2/1/2018,225,45,0,0,0,0,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Sofala,Cidade da Beira,MZ09,MZ0701,,Chuvas fortes,1,FALSE,0,2/12/2018,2050,410,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Niassa,Lago,MZ09,MZ0104,,Chuvas e ventos fortes,1,TRUE,0,2/9/2018,420,95,0,0,0,0,0,0,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Tete,Zumbu,MZ09,MZ0515,,Chuvas e ventos fortes,1,TRUE,0,2/13/2018,80,18,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Manica,Cidade de Chimoio,MZ09,MZ0601,,Chuvas e ventos fortes,1,TRUE,0,2/12/2018,38,6,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Zambezia,Maganja da Costa,MZ09,MZ0411,,Chuvas fortes,1,FALSE,0,2/13/2018,3230,646,0,0,0,0,0,0,0,0,646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Manica,Guro,MZ09,MZ0604,,Chuvas e ventos fortes,1,TRUE,0,2/15/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Manica,Gondola,MZ09,MZ0603,,Chuvas e ventos fortes,1,TRUE,0,2/15/2018,45,9,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Manica,Cidade de Chimoio,MZ09,MZ0601,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2/16/2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Maputo,Cidade da Matola,MZ09,MZ1001,,Chuvas fortes,1,FALSE,0,2/20/2018,8800,1780,0,0,0,0,0,0,0,0,1780,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Tete,Macanga,MZ09,MZ0508,,Descarga atmosferica,0,FALSE,1,2/22/2018,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Manica,Sussundenga,MZ09,MZ0610,,Chuvas e ventos fortes,1,TRUE,0,2/21/2018,115,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Maputo Cidade,KaMavota,MZ09,MZ1104,,Chuvas fortes,1,FALSE,0,2/19/2018,7500,1500,0,0,4,2,16,0,0,6,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Maputo Cidade,KaMubukwane,MZ09,MZ1106,,Chuvas fortes,1,FALSE,0,2/19/2018,565,113,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Maputo Cidade,KaMaxakeni,MZ09,MZ1103,,Chuvas fortes,1,FALSE,0,2/19/2018,4665,933,0,0,0,16,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Sofala,Nhamatanda,MZ09,MZ0713,,Chuvas e ventos fortes,1,TRUE,0,2/19/2018,495,99,0,0,0,0,0,0,0,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Inhambane,Vilankulo,MZ09,MZ0813,,Chuvas fortes,1,FALSE,0,2/25/2018,55,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Niassa,Ngauma,MZ09,MZ0114,,Descarga atmosferica,0,FALSE,1,2/27/2018,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Tete,Cidade de Tete,MZ09,MZ0501,,Chuvas e ventos fortes,1,TRUE,0,2/27/2018,295,59,0,0,0,0,3,0,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Fevereiro,Manica,Gondola,MZ09,MZ0603,,Chuvas e ventos fortes,1,TRUE,0,2/27/2018,65,13,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Marco,Tete,Cidade de Tete,MZ09,MZ0501,,Chuvas e ventos fortes,1,TRUE,0,3/1/2018,15,3,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Marco,Zambezia,Milange,MZ09,MZ0501,,Sismo,1,TRUE,,3/8/2018,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Marco,Niassa,Lago,MZ09,MZ0501,,Chuvas fortes,1,TRUE,,3/13/2018,23,5,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Abril,Sofala,Cidade da Beira,,,,Chuvas fortes,1,,,4/10/2018,1235,247,0,0,0,0,0,0,0,4,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Abril,Cabo Delgado,Quissanga,,,,,,,,4/15/2018,20,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017-2018,Abril,Cabo Delgado,Palma,,,,,,,,4/18/2018,2500,500,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Inhambane,Cidade de Inhambane,MZ08,MZ0801,,Descarga atmosferica,0,FALSE,1,10/17/2018,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Inhambane,Zavala,MZ08,MZ0814,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,10/17/2018,30,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Inhambane,Inhassoro,MZ08,MZ0806,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,10/17/2018,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Inhambane,Jangamo,MZ08,MZ0807,,Descarga atmosferica,0,FALSE,1,12/21/2018,60,12,0,0,8,0,0,0,12,0,0,1,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Inhambane,Panda,MZ08,MZ0812,,Chuvas e ventos fortes,1,TRUE,0,10/17/2018,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Inhambane,Jangamo,MZ08,MZ0807,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,10/17/2018,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Manica,Barue,MZ06,MZ0602,,Chuvas e ventos fortes,1,TRUE,0,10/17/2018,441,89,0,0,2,0,0,0,83,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Manica,Macate,MZ06,MZ0605,,Ventos fortes,0,TRUE,0,10/22/2018,0,0,0,0,0,0,2,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Manica,Macossa,MZ06,MZ0607,,Descarga atmosferica,0,FALSE,1,10/21/2018,20,4,0,0,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Outubro,Manica,Barue,MZ06,MZ0602,,Chuvas e ventos fortes,1,TRUE,0,11/23/2018,205,50,0,0,1,0,1,0,29,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
