,OBJECTID,,LC_PRI,LC_SEC,LC_TER,NOTE_,AUTOR,LC_PRI_PER,LC_SEC_PER,LC_TER_PER,HECTARES,POLY_ID,OBJECTID_1,LC_PRI_1,LC_DESCRIP,RECLASS1,RECLASS2
1274,USE1274,,2WD,2SL,1FC,,8,3,2,1,327860,25648,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1278,USE1278,,2WD,2FD,2FXC,Derived from provincial land cover database,1,4,1,1,3336,18589,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1279,USE1279,,2WD,2FD,,Derived from provincial land cover database,1,3,2,0,1398,18626,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1286,USE1286,,2WD,,,,7,5,0,0,24999,23285,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1299,USE1299,,2WD,2SL,2GL,,2,3,2,1,24648,1132,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1300,USE1300,,2WD,2GL,,,2,3,2,0,6202,1157,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1320,USE1320,,2WD,2FD,2GL,Derived from provincial land cover database,1,3,2,1,9660,18433,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1321,USE1321,,2WD,2FE,2GL,Derived from provincial land cover database,1,4,1,1,20624,18457,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1330,USE1330,,2WD,,,,6,5,0,0,5117,822,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1339,USE1339,,2WD,,,,8,5,0,0,3575,10648,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1340,USE1340,,2WD,2FD,,Derived from provincial land cover database,1,3,2,0,2146,18849,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1342,USE1342,,2WD,2FD,1CXF,Derived from provincial land cover database,1,3,1,1,3547,18852,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1344,USE1344,,2WD,2SL,2FE,,5,3,1,1,41888,17168,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1351,USE1351,,2WD,,,,8,5,0,0,3353,10941,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1357,USE1357,,2WD,2GL,,,8,4,1,0,2248,16726,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1361,USE1361,,2WD,2SL,1FC,,8,3,2,1,9417,17939,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1363,USE1363,,2WD,2SL,1FC,,8,3,2,1,1803,17940,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1371,USE1371,,2WD,2SL,,,2,3,2,0,3173,23820,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1373,USE1373,,2WD,2SL,,,2,3,2,0,44182,23824,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1382,USE1382,,2WD,2GL,,,2,4,1,0,147004,9459,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1385,USE1385,,2WD,2GL,2SL,,2,3,1,1,6652,1218,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1390,USE1390,,2WD,,,,3,5,0,0,4320,19725,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1421,USE1421,,2WD,2SL,2FD,Derived from provincial land cover database,1,2,2,1,1846,16475,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1424,USE1424,,2WD,,,Derived from provincial land cover database,1,5,0,0,1142,17432,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1456,USE1456,,2WD,2GL,,,2,4,1,0,23010,22584,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1467,USE1467,,2WD,2SL,,,2,3,2,0,3652,23784,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1473,USE1473,,2WD,2SL,,,2,3,2,0,7737,25105,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1485,USE1485,,2WD,2FD,,Derived from provincial land cover database,1,3,2,0,10876,16883,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1489,USE1489,,2WD,,,Derived from provincial land cover database,1,5,0,0,14963,16933,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1503,USE1503,,2WD,2SL,,,8,3,2,0,2205,7793,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1514,USE1514,,2WD,2GL,,,2,4,1,0,2254,11716,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1531,USE1531,,2WD,2SL,,,2,3,2,0,4205,18053,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1534,USE1534,,2WD,2TK,,,7,3,2,0,13415,4356,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1535,USE1535,,2WD,2SL,,,7,3,2,0,1914,4366,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1537,USE1537,,2WD,6BA,,,4,3,2,0,3939,5559,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1543,USE1543,,2WD,2FD,,Derived from provincial land cover database,1,4,1,0,3453,17410,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1544,USE1544,,2WD,2SL,,Derived from provincial land cover database,1,4,1,0,1381,17411,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1545,USE1545,,2WD,2GL,,Derived from provincial land cover database,1,3,2,0,4110,18500,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1546,USE1546,,2WD,2FXC,2FD,Derived from provincial land cover database,1,3,1,1,3896,18504,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1550,USE1550,,2WD,6BA,1FC,Derived from provincial land cover database,1,2,2,1,3615,18675,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1551,USE1551,,2WD,,,Derived from provincial land cover database,1,5,0,0,8529,18676,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1552,USE1552,,2WD,2FD,,Derived from provincial land cover database,1,3,2,0,1710,18731,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1579,USE1579,,2WD,2GL,2SL,Derived from provincial land cover database,1,3,1,1,1869,18324,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1580,USE1580,,2WD,,,Derived from provincial land cover database,1,5,0,0,3476,18309,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1584,USE1584,,2WD,2FD,,Derived from provincial land cover database,1,3,2,0,1479,18853,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1591,USE1591,,2WD,2GL,,,8,3,2,0,16045,7735,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1611,USE1611,,2WD,2GL,,,5,3,2,0,210297,24293,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1613,USE1613,,2WD,,,,5,5,0,0,18725,22484,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1619,USE1619,,2WD,2FE,2FD,Derived from provincial land cover database,1,4,1,1,11244,21015,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1622,USE1622,,2WD,2GL,,,6,4,1,0,2962,334,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1633,USE1633,,2WD,2FD,1FC,,4,3,2,1,30254,8146,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1635,USE1635,,2WD,,,Derived from provincial land cover database,1,5,0,0,5684,18458,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1636,USE1636,,2WD,2GL,,,5,4,1,0,7024,1898,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1653,USE1653,,2WD,2SL,,,2,3,2,0,130748,22355,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1655,USE1655,,2WD,2SL,,,2,3,2,0,19040,16450,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1657,USE1657,,2WD,2GL,,,8,3,2,0,17435,5601,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1681,USE1681,,2WD,2FD,,,7,3,2,0,34776,14036,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1688,USE1688,,2WD,2TK,,Derived from provincial land cover database,1,4,1,0,3059,16920,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1691,USE1691,,2WD,2FD,,Derived from provincial land cover database,1,4,1,0,3835,18532,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1694,USE1694,,2WD,2FD,2GL,Derived from provincial land cover database,1,3,2,1,9830,18577,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1710,USE1710,,2WD,1FC,,,7,4,1,0,16004,4358,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1730,USE1730,,2WD,2FD,,Derived from provincial land cover database,1,3,2,0,31398,18781,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1776,USE1776,,2WD,2GL,,,2,3,2,0,19340,25660,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1784,USE1784,,2WD,2SL,,,5,4,1,0,1671243,25670,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1785,USE1785,,2WD,2GL,,,5,3,2,0,199163,25671,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1787,USE1787,,2WD,,,,6,5,0,0,304593,25673,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1790,USE1790,,2WD,,,,4,5,0,0,453951,25676,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1791,USE1791,,2WD,1FC,4HF,,4,3,2,0,143747,25678,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1835,USE1835,,2WD,2SL,,,4,4,1,0,116891,4956,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1842,USE1842,,2WD,,,,8,5,0,0,24984,23393,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1847,USE1847,,2WD,1FC,,,8,4,1,0,6952,23398,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1857,USE1857,,2WD,,,,8,5,0,0,2760,10020,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1895,USE1895,,2WD,,,,5,5,0,0,67000,9178,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1908,USE1908,,2WD,2GL,4HF,,8,3,2,2,68505,24609,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1911,USE1911,,2WD,2GL,4HF,,8,3,2,2,6179,24622,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1913,USE1913,,2WD,2GL,,,8,3,2,0,196571,24642,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1914,USE1914,,2WD,2FD,4HF,,8,3,2,1,85260,24658,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1915,USE1915,,2WD,2GL,,,8,3,2,0,22286,24659,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1921,USE1921,,2WD,,,,3,5,0,0,37135,23228,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1927,USE1927,,2WD,2FD,,,3,3,2,0,43624,24584,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1939,USE1939,,2WD,,,,7,5,0,0,29586,23018,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1940,USE1940,,2WD,2GL,,,7,4,1,0,16749,23070,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1942,USE1942,,2WD,1FC,,Derived from provincial land cover database,1,4,1,0,1051,18189,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1949,USE1949,,2WD,2SL,,Derived from provincial land cover database,1,4,1,0,4895,18654,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1953,USE1953,,2WD,2GL,,,8,3,2,0,5406,5299,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1963,USE1963,,2WD,2GL,,,6,3,2,0,15574,21073,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1973,USE1973,,2WD,2FD,2GL,,2,3,2,1,29419,16273,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1987,USE1987,,2WD,2FD,,Derived from provincial land cover database,1,3,2,0,1058,18705,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1988,USE1988,,2WD,,,Derived from provincial land cover database,1,5,0,0,2020,18727,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1998,USE1998,,2WD,2TK,,Derived from provincial land cover database,1,3,2,0,1543,26193,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
1999,USE1999,,2WD,8WB,,Derived from provincial land cover database,1,4,1,0,3437,26199,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2002,USE2002,,2WD,,,Derived from provincial land cover database,1,5,0,0,1357,26145,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2003,USE2003,,2WD,,,Derived from provincial land cover database,1,5,0,0,956,26146,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2004,USE2004,,2WD,,,Derived from provincial land cover database,1,5,0,0,950,26147,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2005,USE2005,,2WD,,,Derived from provincial land cover database,1,5,0,0,22369,26149,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2006,USE2006,,2WD,,,Derived from provincial land cover database,1,5,0,0,934,26150,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2007,USE2007,,2WD,,,Derived from provincial land cover database,1,5,0,0,1073,26151,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2008,USE2008,,2WD,,,Derived from provincial land cover database,1,5,0,0,1067,26152,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2009,USE2009,,2WD,2GL,,Derived from provincial land cover database,1,3,2,0,36858,26183,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2010,USE2010,,2WD,2SL,,Derived from provincial land cover database,1,3,2,0,3068,26185,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2011,USE2011,,2WD,2SL,,Derived from provincial land cover database,1,3,2,0,18759,26186,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2012,USE2012,,2WD,2SL,,Derived from provincial land cover database,1,3,2,0,1574,26187,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2013,USE2013,,2WD,2SL,,Derived from provincial land cover database,1,3,2,0,38629,26188,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2014,USE2014,,2WD,2TK,2GL,Derived from provincial land cover database,1,4,1,1,2063,26194,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2015,USE2015,,2WD,4HF,,Derived from provincial land cover database,1,4,1,0,3967,26196,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2019,USE2019,,2WD,2GL,,,2,3,2,0,22031,8642,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2101,USE2101,,2WD,2TK,,Derived from provincial land cover database,1,4,1,0,2662,17441,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2107,USE2107,,2WD,2SL,2FE,Derived from provincial land cover database,1,4,1,1,4874,18479,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2108,USE2108,,2WD,,,Derived from provincial land cover database,1,5,0,0,2675,18480,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2115,USE2115,,2WD,2FD,,Derived from provincial land cover database,1,4,1,0,25767,18575,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2120,USE2120,,2WD,1FC,,Derived from provincial land cover database,1,4,1,0,1097,18612,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2122,USE2122,,2WD,,,Derived from provincial land cover database,1,5,0,0,2581,18673,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2124,USE2124,,2WD,2SL,,Derived from provincial land cover database,1,4,1,0,5097,18694,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
3873,USE3873,,2WD,2SL,4WF,,6,2,2,2,20724,3637,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
3880,USE3880,,2WD,2SL,,,5,3,2,0,11470,441,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
3885,USE3885,,2WD,2FD,2GL,,2,3,2,1,59968,10606,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
3886,USE3886,,2WD,2GL,,,2,3,2,0,3001,1280,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
3891,USE3891,,2WD,,,,3,5,0,0,59829,23231,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
3892,USE3892,,2WD,2GL,,Derived from provincial land cover database,1,3,2,0,45895,16508,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
3899,USE3899,,2WD,2SL,,Derived from provincial land cover database,1,3,2,0,4384,26699,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
3902,USE3902,,2WD,2GL,,Derived from provincial land cover database,1,3,2,0,2668,18343,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
3911,USE3911,,2WD,2GL,2SL,Derived from provincial land cover database,1,3,2,1,2086,26123,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
3912,USE3912,,2WD,2GL,,Derived from provincial land cover database,1,3,2,0,1936,26169,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
3916,USE3916,,2WD,2GL,,Derived from provincial land cover database,1,3,2,0,8793,18635,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2130,USE2130,,2WD,2FXC,,Derived from provincial land cover database,1,4,1,0,5541,19914,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2133,USE2133,,2WD,2SL,,,2,3,2,0,105042,25684,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2142,USE2142,,2WD,2SL,,,5,4,1,0,108204,25697,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2145,USE2145,,2WD,2GL,,,5,3,2,0,54364,25704,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2147,USE2147,,2WD,2GL,2WE,,6,3,2,1,70070,25707,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2151,USE2151,,2WD,2SL,,Derived from provincial land cover database,1,3,2,0,34011,25711,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2152,USE2152,,2WD,2FD,,Derived from provincial land cover database,1,3,2,0,31717,25712,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2159,USE2159,,2WD,1FC,,,8,3,2,0,26523,20194,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2160,USE2160,,2WD,,,,2,5,0,0,2432,1148,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2170,USE2170,,2WD,2SL,,,6,3,2,0,27726,4425,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2197,USE2197,,2WD,2WE,,,8,3,2,0,3821,16716,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2216,USE2216,,2WD,2GL,,,8,3,2,0,91792,8133,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2217,USE2217,,2WD,2GL,,,8,3,2,0,6819,8136,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2219,USE2219,,2WD,1FC,2SL,,4,3,1,1,142653,8164,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2240,USE2240,,2WD,2SL,,,7,3,2,0,11944,3481,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
2241,USE2241,,2WD,4HF,1FC,,6,2,2,2,49012,3641,8,2WD,(Semi-) Deciduous open forest; (Floresta aberta  (Semi-) Decidua (15 a 65% cobertura)),2,0
